variant,seed,split_seed,epochs,input_dim,parameters,mae_z,rmse_z,auroc,auprc,detected_run_ratio,detection_delay,prefault_sample_fpr,prefault_run_alarm_rate,threshold,elapsed_seconds
F0,43,42,30,41,23209,0.4920402467250824,0.7346934676170349,0.7497194403641841,0.89912284808451,0.6482142857142857,53.07162534435262,0.010023439427584505,0.0,0.8208165168762207,868.9021938000005
F1,43,42,30,52,25321,0.5239934325218201,0.7481145858764648,0.8240166421612045,0.9333030403616155,0.6839285714285714,27.422976501305484,0.009909326424870466,0.0,0.8420192003250122,787.7915938999977
