variant,seed,split_seed,fault_id,auroc,auprc,detected_run_ratio,detection_delay,prefault_run_alarm_rate
F0,44,42,1,0.9989127738760496,0.9996269841652483,1.0,6.55,0.0
F0,44,42,2,0.9976192615933105,0.9991713991601514,1.0,15.5,0.0
F0,44,42,3,0.5214241924408792,0.7208371829769901,0.0,,0.0
F0,44,42,4,0.5019526701258292,0.7125907714919373,1.0,4.0,0.0
F0,44,42,5,0.4952028128193654,0.70615402855394,0.05,4.0,0.0
F0,44,42,6,0.9995578657731524,0.999855663707879,1.0,3.0,0.0
F0,44,42,7,0.5137082721569468,0.7278496385781308,1.0,4.0,0.0
F0,44,42,8,0.9932001937919991,0.9977126387241866,1.0,25.4,0.0
F0,44,42,9,0.5334652647566074,0.7326579375190602,0.0,,0.0
F0,44,42,10,0.9694102134054259,0.9890685439909848,1.0,44.0,0.0
F0,44,42,11,0.9627215016660934,0.9861823692324437,1.0,11.25,0.0
F0,44,42,12,0.8083770382369366,0.9201522675393268,1.0,25.95,0.0
F0,44,42,13,0.9887167906220452,0.9962618795559176,1.0,36.3,0.0
F0,44,42,14,0.9986761121774602,0.999528353693451,1.0,6.15,0.0
F0,44,42,15,0.5178594890893379,0.7207004224618967,0.0,,0.0
F0,44,42,16,0.5103188753653632,0.7160463881403442,0.0,,0.0
F0,44,42,17,0.9895225375656914,0.9965299358009267,1.0,32.9,0.0
F0,44,42,18,0.9567088891600991,0.9841350122849668,1.0,62.1,0.0
F0,44,42,19,0.7684301091374407,0.899188376646932,1.0,108.95,0.0
F0,44,42,20,0.9859864438058678,0.9952492260331813,1.0,42.55,0.0
F0,44,42,21,0.5017195464872735,0.7075267367598338,0.0,,0.0
F0,44,42,22,0.5511158326337343,0.7452320438122614,0.0,,0.0
F0,44,42,23,0.5223454687559712,0.7243067656479089,0.0,,0.0
F0,44,42,24,0.9128066585796724,0.9662977493592245,1.0,25.6,0.0
F0,44,42,25,0.6883621555784851,0.847527468818061,1.0,236.0,0.0
F0,44,42,26,0.5459138889197083,0.7442246874265575,0.25,851.6,0.0
F0,44,42,27,0.7904614610338778,0.9080541330385556,1.0,26.35,0.0
F0,44,42,28,0.5635978926969263,0.762803222396437,0.05,1212.0,0.0
F1,44,42,1,0.9989366372896734,0.9996346173917299,1.0,6.4,0.0
F1,44,42,2,0.9977679679824059,0.9992230469163265,1.0,14.0,0.0
F1,44,42,3,0.5392321300230899,0.7344594314839176,0.0,,0.0
F1,44,42,4,0.8080506830181747,0.9049560455383624,1.0,4.0,0.0
F1,44,42,5,0.495154241542249,0.7053963193243072,0.0,,0.0
F1,44,42,6,0.999562633524783,0.9998568345594179,1.0,3.0,0.0
F1,44,42,7,0.9992917592787782,0.9997617488393401,1.0,4.0,0.0
F1,44,42,8,0.9930422107820839,0.9976592179779936,1.0,25.8,0.0
F1,44,42,9,0.5421223922216921,0.7385172823672324,0.0,,0.0
F1,44,42,10,0.9600659410561664,0.9854651969953535,1.0,42.75,0.0
F1,44,42,11,0.9678081009247034,0.9879827142234019,1.0,11.15,0.0
F1,44,42,12,0.7932258200717721,0.9127790435831402,1.0,27.55,0.0
F1,44,42,13,0.9888886238425798,0.996319748514636,1.0,36.0,0.0
F1,44,42,14,0.997233354167206,0.9989456451798788,1.0,6.15,0.0
F1,44,42,15,0.5156972073981205,0.7187320361996795,0.0,,0.0
F1,44,42,16,0.5118311802943617,0.7174528090677407,0.0,,0.0
F1,44,42,17,0.987922258835596,0.9959029070607168,1.0,33.5,0.0
F1,44,42,18,0.9393195336664287,0.9772235243251168,1.0,64.1,0.0
F1,44,42,19,0.9769191972425322,0.9914420807588332,1.0,33.0,0.0
F1,44,42,20,0.9863960482211694,0.995443091324078,1.0,43.75,0.0
F1,44,42,21,0.5013705236452127,0.707622138236461,0.0,,0.0
F1,44,42,22,0.5595947010462549,0.7519283090670164,0.0,,0.0
F1,44,42,23,0.5423165632986061,0.7389240303373481,0.0,,0.0
F1,44,42,24,0.9846599733227808,0.9944471040057106,1.0,16.85,0.0
F1,44,42,25,0.9295707544204177,0.9728181081531831,1.0,27.4,0.0
F1,44,42,26,0.9474265482710967,0.980533766526623,1.0,30.9,0.0
F1,44,42,27,0.791503145421664,0.9081787678617623,1.0,27.35,0.0
F1,44,42,28,0.5609384704239139,0.760941148425182,0.0,,0.0
