variant,seed,epochs,input_dim,parameters,mae_z,rmse_z,auroc,auprc,detected_run_ratio,detection_delay,prefault_sample_fpr,prefault_run_alarm_rate,threshold,elapsed_seconds
F0,42,2,41,23209,0.5149310231208801,0.745215117931366,0.7449716014146114,0.8963954834989546,0.6446428571428572,57.119113573407205,0.009995682210708118,0.0,0.839552104473114,164.94076459999997
F1,42,2,52,25321,0.5130442380905151,0.7437951564788818,0.8023693766060492,0.9231954599729635,0.6785714285714286,25.007894736842104,0.009776708610905502,0.0,0.8384241461753845,174.68444420000014
